employer_name,job_title,job_description,job_city,Python,R,SQL,Java,Scala,C++,JavaScript,Excel,Power BI,Tableau,SAS,Apache Spark,Redshift,BigQuery,Airflow,Snowflake
Whiteforce,Data Engineer - ETL/,"Employment Information

Industry Data Engineer -

Job level

Salary -

Experience -

Pay-Type

Close-date

JOB-IDJB-20453

LocationIndia

Job Descriptions

Key Responsibilities - ETL pipeline design and implementation - Streaming and batch data processingStorage optimization - Storage optimization - DataOps / MLOps - Preparing, cleaning, structuring data for statistical modeling / machine learning - Deployment, packaging, versioning of Machine Learning models that operate on data Educational Qualification & Experience - BE/BTech in Computer Science or Information Systems - (Preferred) ME/MTech in Computer Science or Information Systems - Minimum 5 years total experience working in the industry - Minimum 3-5 years experience in Data Engineering Knowledge and Skills Required - Experience with Big Data technologies: Presto / Trino / Hive / Hadop - Cloud data storage, query and analytics technologies, esp. on AWS - S3 / Athena / Glue or Elastic Stack (specifically for data/ML workflows) - Message passing / data broker systems: Kafka / RabbitMQ

Skills",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apple,Cloud Data Engineer,"Summary

The people here at Apple don’t just build products — they build the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it. Imagine what you could do here. Are you passionate about handling large & complex data problems, want to make an impact and have the desire to work on groundbreaking big data technologies? Then we are looking for you. At Apple, phenomenal ideas have a way of becoming great products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. Would you like to work in a fast-paced environment where your technical abilities will be challenged on a day-to-day basis? If so, Apple's Business Intelligence team is looking for passionate, technical savvy, energetic leader who like to think creatively. Someone who is self motivated and ready to lead team of most hardworking engineers building high quality, scalable and resilient distributed systems that power apple's analytics platform and data pipelines. Apple's Enterprise Data warehouse team deals with Petabytes of data catering to a wide variety of real- time, near real-time and batch analytical solutions. These solutions are integral part of business functions like Sales, Operations, Finance, AppleCare, Marketing and Internet Services, enabling business drivers to make critical decisions. We leverage a diverse technology stacks such as Snowflake, AWS, Teradata, HANA, Vertica, Single Store, Dremio, Hadoop, Kafka, Spark, Cassandra and beyond. Designing, Developing and scaling these big data technologies are a core part of our daily job.

Key Qualifications

High expertise in modern cloud data lakes and implementation experience on any of the cloud platforms like AWS/GCP/Azure - preferably AWS.

Good Experience in cloud based data warehouse - Snowflake.

Hands on Experience in developing and building data pipelines on Cloud & Hybrid infrastructure for analytical needs- Preferably having Cloud certifications.

Experience in designing and building dimensional data models to improve accessibility, efficiency and quality of data.

Database development experience with Relational or MPP/distributed systems such as Teradata/ SingleStore/ Hadoop

Experience working with data at scale (peta bytes) with big data tech stack and sophisticated programming languages is a plus e:g Python, Scala.

Description

As a Cloud Development Engineer you will design, develop and implement modern cloud data warehouse/ datalakes and influence overall data strategy for the organization

Translate sophisticated business requirements into scalable technical solutions meeting data warehousing/analytics design standards

Strong understanding of analytics needs and proactive-ness to build solutions to improve the efficiency along with that help execute leading data practices & standards

Collaborate with multiple multi-functional teams and work on solutions which has larger impact on Apple business

Ability to communicate effectively, both written and verbal, with technical and non- technical multi-functional teams

You will engage with many other group’s & internal/external teams to deliver best-in-class products in an exciting constantly evolving environment

Education & Experience

Bachelors or Masters Degree in Computer Science or equivalent in Engineering.

Role Number: 200154652",Hyderabad,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
SecureKloud,Data Engineer,"The candidate will work in a cloud development team using Informatics Data Architecture and Data Engineering concepts to deliver foundational data capabilities such as Data Lakes and Master Data Management. The candidate will be part of the DevOps Team and responsible for building data platforms, test cases, deployment documentation, and support documentation in accordance with internal and industry standards. This is a highly technical and hands-on role.

Responsibilities
• Defining database design, data flows, and data integration techniques
• Design and build data solutions ensuring data quality, reliability, and availability
• Create data processing routines for managing enterprise master data throughout the data lifecycle (capture, processing, and consumption)
• Maximize business outcomes using Mobile Device Management via improved data integrity, visibility, and accuracy
• Manage and evolve global data lakes platforms
• Develop data ingestion, data enrichment, data deidentification routines, and RESTful APIs for consumption of data lakes data",Chennai,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Varite India Private Limited,Data Engineer II (India - Contract),"Description: Location: Gurgaon / Bangalore Contract Duration: 8 months (extension and conversion based on project and performance basis) Shift: Early US (over lapping with India) Please provide 2-3 values or traits that are important to this role: Strong data warehouse and modeling skills You are a self-starter who is highly organized and communicative Deals well with ambiguity Please list 3-4 functional activities the resource should be capable of: Experience in building and managing the data warehouse, data pipelines, and data products with data from event streams, on distributed data systems Hands-on coding experience with commonly used programming languages and frameworks for building data pipelines, products, and platform services Good understanding of data modeling, schema design patterns and modern data access patterns (including API, stream, data lake) in cloud (AWS preferable) What technical skills will successful candidates possess Bachelor's or Master's degree in Computer Science or Engineering with 6+ years of proven experience in related field Experience in building and managing the data warehouse, data pipelines, and data products with data from event streams, on distributed data systems Experience building low-latency data product APIs You value strong pull request reviews, understand when to stand your ground and when to let go You are a self-starter who is highly organized, communicative, quick learner, and team-oriented Successful background as a technical leader driving cross-organizational data initiatives to completion Hands-on coding experience with commonly used programming languages and frameworks for building data pipelines, products, and platform services Deep expertise in data access patterns, data validation, data modeling, database performance, and cost optimization Hands-on knowledge with BI tools, modern OLAP engines such as Presto, Clickhouse, Druid, Pinot, and data processing frameworks such as Spark and Flink Experience establishing and applying standards for operational excellence, code quality, and software engineering best-practices Effective verbal and written communication skills with the ability to think strategically about technology decisions and manage relationships with stakeholders and senior leadership Experience implementing DevOps best practices within the data platform, including solutions for CI/CD, data observability, monitoring, and lineage Experience with BI tools like Tableau, DataDog Good understanding of data modeling, schema design patterns and modern data access patterns (including API, stream, data lake) in cloud (AWS preferable) Experience working with SQL & NoSql databases along with programming experience in Python and/or JAVA Strong business acumen with an understanding of business drivers and of how to drive value by supporting data discoverability across the organization Experience building low-latency data product APIs Experience working in an agile environment Tell us about your team: Clientis seeking a data engineer to join the Business Enablement Technology team. As we challenge the status quo and take the CTO's agenda to the next level, your focus will be on building a data platform to enable analytics and reporting capabilities across Product & Technology. This is an exciting, high-impact, and cross-functional role. This role requires a highly inventive individual with strong technical and analytical skills, execution drive, and self-motivation. Is there any industry specific experience that would separate one candidate from another Experience migrating data/apps from on-prem to cloud, engineering degree, tech industry experience",Gurugram,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False
ITC Infotech India Ltd,Azure Data Engineer,"• Azure Data Engineer
• Ability to understand the functional & technical specification to develop the Notebooks
• Perform Data Loads and Transformations
• Schedule the Jobs with the Azure Data Factory and monitoring the jobs
• Strong in write complex SQL queries",Bengaluru,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
bp,Senior Data Engineer - dataWorx,"Job Profile Summary
Role Synopsis:
As part of bp “reinvent”, we have created a major new business line called “Innovation & Engineering” (I&E). One key remit of this group is to drive the transformation of the company through its use of digital and data. A major digital sub-team within I&E is Digital Production & Business Services (DP&BS). DP&BS are responsible for all digital and data initiatives and operations across the following areas of the bp business:
• Production & Projects including Health, Safety, Environment & Carbon
• Refining & Operations
• Wells & Subsurface
• Business Services including Finance, Procurement, People & Culture, Performance Management
• Strategy & Sustainability
• “DataWorx” is the name of the data team that is responsible for all data within these areas and we are developing deep data capabilities to transform the access, supply, control and quality to our vast and ever growing data reserves that are measured in Petabytes. The DataWorx team covers many data sub-disciplines, including data science, data analytics, data engineering and data management as well as specialist areas such as geospatial, remote sensing, knowledge management and digital twin. The DataWorx team works with a wide variety of data from structured data to unstructured data & we also work on Real-time streaming data processing along with Batch data processing. Key Responsibilities :
• Architects, designs, implements and maintains reliable and scalable data infrastructure
• Leads the team to write, deploy and maintain software to build, integrate, manage, maintain, and quality-assure data
• Architects, designs, develops, and delivers large-scale data ingestion, data processing, and data transformation projects on the Azure cloud
• Mentors and shares knowledge with the team to provide design reviews, discussions and prototypes
• Leads customer discussions from a technical standpoint to deploy, manage, and audit best practices for cloud products
• Leads the team to follow software & data engineering best practices (e.g. technical design and review, unit testing, monitoring, alerting, source control, code review & documentation)
• Leads the team to deploy secure and well-tested software that meets privacy and compliance requirements; develops, maintains and improves CI / CD pipeline
• Leads the team in following site-reliability engineering best practices: on-call rotations for services they maintain, responsible for defining and maintaining SLAs. Design, build, deploy and maintain infrastructure as code. Containerizes server deployments.
• Actively contributes to improve developer velocity
• Part of a cross-disciplinary team working closely with other data engineers, software engineers, data scientists, data managers and business partners in a Scrum/Agile setup
• responsible for defining and maintaining SLAs. Design, build, deploy and maintain infrastructure as code. Containerizes server deployments.
• Work closely with other data engineers, software engineers, data scientists, data managers and business partners

Job Advert
Job Requirements :
Education :
Bachelor or higher degree in computer science, Engineering, Information Systems or other quantitative fields

Experience :
• Years of experience: 8 to 12 years with minimum of 5 to 7 years relevant experience
• Deep and hands-on experience (typically 5+ years) designing, planning, productionizing, maintaining and documenting reliable and scalable data infrastructure and data products in complex environments
• Hands on experience with:
• Databricks and using Spark for data processing (batch and/or real-time)
• Configuring Delta Lake on Azure Databricks
• Languages : Python, Scala, SQL
• Cloud platforms : Azure (ideally) or AWS
• Azure Data Factory
• Azure Data Lake, Azure SQL DB, Synapse, and Cosmos DB
• Data Management Gateway, Azure Storage Options, Stream Analytics and Event Hubs
• Designing data solutions in Azure incl. data distributions and partitions, scalability, disaster recovery and high availability
• Data modeling with relational or data-warehouse systems
• Advanced hand-on experience with different query languages
• Azure Devops (or similar tools) for source control & building CI/CD pipelines
• Understanding Data Structures & Algorithms & their performance
• Experience designing and implementing large-scale distributed systems
• Deep knowledge and hands-on experience in technologies across all data lifecycle stages
• Stakeholder management and ability to lead large organizations through influence

Desirable Criteria :
• Strong stakeholder management
• Continuous learning and improvement mindset
• Boy Scout mindset to leave the system better than you found it

Key Behaviours :
• Empathetic: Cares about our people, our community and our planet
• Curious: Seeks to explore and excel
• Creative: Imagines the extraordinary
• Inclusive: Brings out the best in each other

Entity
Innovation & Engineering

Job Family Group
IT&S Group

Relocation available
Yes - Domestic (In country) only

Travel Required
Yes - up to 10%

Time Type
Full time

Country
India

About BP
INNOVATION & ENGINEERING
Join us in creating, growing, and delivering innovation at pace, enabling us to thrive while transitioning to a net zero ‎world. All without compromising our operational risk management.

Working with us, you can do this by:
• deploying our integrated capability and standards in service of our net zero and ‎safety ambitions
• driving our digital transformation and pioneering new business models
• collaborating to deliver competitive customer-focused energy solutions
• originating, scaling and commercialising innovative ideas, and creating ground-breaking new ‎businesses from them
• protecting us by assuring management of our greatest physical and digital risks

Because together we are:
• Originators, builders, guardians and disruptors
• Engineers, technologists, scientists and entrepreneurs‎
• Empathetic, curious, creative and inclusive

Experience Level
Intermediate",Pune,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
Domnic Lewis Private Limited,Big Data Engineer,"we are hiring for Big Data Engineer with the experience in spark , python , SQL , AWS glue Big Data Engineer: Spark, Python, SQL, AWS Cloud (Glue, Lambda, Athena) Hyderabad Location A big data engineer is an information technology (IT) professional who is responsible for designing, building, testing and maintaining complex data processing systems that work with large data sets.",Secunderabad,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Invsto,Data Engineer Intern (2024/2025 graduates),"You are
• A self-starter who is fueled by a desire to improve customer experiences in the moments that matter most, approaching your work with a bias toward accountability, decision-making and action
• Inquisitive and creative, with an ability to listen to identify customer needs and dig deeper to understand the reasons behind those needs
• Able to transform conceptual thinking into deliverables that generate excitement, feedback and alignment among stakeholders
• Thrive in a collaborative environment, partnering across the company with business experts, software developers, data engineers, and marketers

You have
• Enthusiasm to take the initiative to tackle problems and work with others to expand on your experience and expertise
• Experience with Python, AWS and databases such as Postgres
• Know-how to build data engineering pipelines using services such as Airflow

You will

Work closely with and learn from a team of engineers to contribute to a build a variety of features and infra.

Must-Have skills
• Python, Database experience
• Django (in lieu of Django, an equivalent tech stack)

Qualification and Experience:
• 0-2 Years software engineering
• Education: BE/BTech or equivalent (in lieu of academics, equivalent software developer experience required)

Benefits
• Fully remote, forever
• Annual retreats

About Us

Invsto is building the future of financial engineering.

We believe in hiring the best and providing complete autonomy to our employees to build stuff that they think would make a difference to the world

How to Apply

Does this role sound like a good fit? Email us at [hello@invsto.com].
• Include the role's title in your subject line.
• Send along links that best showcase the relevant things you've built and done (Github, Behance, Dribbble etc)

Invsto focuses on Hedge Funds and Stock Exchanges. Their company has offices in Bangalore Urban. They have a small team that's between 11-50 employees.

You can view their website at https://invsto.com/ or find them on LinkedIn.",,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Everyday Health Group,Data Engineer,"Description

Everyday Health Group (EHG) is a recognized leader in patient and provider education and services attracting an engaged audience of over 74 million health consumers and over 890,000 U.S. practicing physicians and clinicians. Our mission is to drive better clinical and health outcomes through decision-making informed by highly relevant information, data, and analytics. We empower healthcare providers, consumers and payers with trusted content and services delivered through Everyday Health Group’s world-class brands.

Health eCareers, a property of Everyday Health Group, is looking for a Data Engineer to support our growing business.

Key Responsibilities
• Understand overall data collection strategies and implement them in data tables and connections.
• Program Python-based APIs and web services per implementation schema, such as creating applications to access Facebook, Twitter, Salesforce, and other data sources.
• Use SQL Server, MySQL, HDFS and AWS to design, develop and deploy data processing.
• Analyze and organize raw data from various ETL tools.
• Monitor/Forecast computing resources usage (data lakes, AWS, EC2, etc.).
• Collaborate with ETL developers located at various offices (US and India)
• Implement coding standards, procedures and techniques, concluding writing technical code base.
• Detect, repair, prevent data pipeline failures; identify systematic weaknesses and provide pre-emptive remedies with programming or processes.
• Build and optimize data storage systems.
• Prepare data for prescriptive and predictive modeling.
• Recommending and implement emerging database technologies.
• Create automation for repeating database tasks.

Job Qualifications
• 4+ years of programming experience with an emphasis on data processing.
• Coding skills: Python, SQL.
• Ability to create object-oriented programming and data architectures
• Knowledge of new, leading technology strategy in data engineering and management
• Understanding of industry technologies in scalability, performance, delivery pipeline and maintenance of these tools and systems.
• Hands-on experience with SQL database design, AWS or other cloud systems.
• 2+ year’s experience in Linux environments.
• Experience with SQL Server, MySQL or other popular database management tools.
• Good/Expert knowledge of API services
• Familiarity with Agile process
• Clear documentation requirements and specifications
• Bachelors or Advanced Degree in Information Management, Computer Science or related field.

Desirables:
• Experience in AWS, Tableau
• Experience in developing custom data pipelines in HDFS
• Experience working with social, Double Click, Adobe APIs
• Working with teams across multiple locations
• Skills: Pig; Hive; Spark; Impala; EMR

Our Culture and Values

We created our values together to guide our collective purpose and pursuits. We are collaborators and problem solvers. We empower one another to make informed decisions and to be enabled towards action. We embrace success. We recognize that innovation can spark and be born from any of us no matter our individual role or background. We encourage open mindedness and sensitivity to each other and our environment. Our personal and professional passions get ignited, nurtured and supported. We value that doing is greater than talking as the most measurable means of impact. Our collective purpose to deliver enlightened audience experiences with trusted brands is what drives the success of our business and our professional satisfaction.

Life at Everyday Health

At Everyday Health Group, a division of Ziff Davis, we work in a culture of collaboration and welcome those who desire to join our growing global community. We believe in careers versus jobs and people versus employees. We seek enthusiastic individuals with an entrepreneurial spirit looking for an environment that rewards your best work.

#HealtheCareers",,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Unusual Hire,Data Engineer,"Job type: Partial Onsite

Expert Level

Project detail

General:

– Ability to architect Data Science solutions

– Ability to lead a team

– Ability to gather requirements

Must have :

– 6-8 Years Data Science Experience

– At least 4 Data Science solutions

– At least 2 NLP / ML Solutions

– At least 1 solution with Deep learning framework Deep

– Python / PySpark

– Knowledge in Statistical Algorithms like classification, Regression , recommendation and Clustering , Neural Networks

– Azure ML , Databricks , Delta Lake , Data science workspace

Industry Categories

Data Scientist

Languages required

English

₹200 - ₹500

Cost

Location

India

Project ID: 00002514",,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Autodesk,Data Engineer,"Job Requisition ID # 22WD66509 Job Description Position Overview In this role, you will be part of a highly energetic team of engineers working on Autodesk Enterprise Integration Platform to assemble, enrich and enhance the data as per the business needs. You would be part of the team working on providing advisory services and support to business in deriving sales strategies. you will be working to build robust and scalable self-service platform for Autodesk while using innovative technologies in big data space. Responsibilities Design and develop components of end-to-end Enterprise Integration Platform Work with the team to make the Enterprise Integration Platform an efficient, robust and scalable platform Enthusiastic and passionate member of a highly skilled and motivated agile development team Contribute to a team culture that values quality, robustness, and scalability while fostering initiatives and innovation Minimum Qualifications BS or MS in computer science or a related field with 5+ years of experience. 3+ years of experience with cloud ETL/ELTs Working experience in Agile methodologies Strong knowledge and experience in AWS technologies Experience in Matillion and Redshift Strong programming skills in either Java, Scala or Python Experience with Hive and one relational DB Strong problem-solving skills Strong communication skills Ability to learn new technical skills Preferred Qualifications Experience with Matillion Experience with Python, Scala Experience with SQL (Redshift) Experience with Kanban methodology At Autodesk, we're building a diverse workplace and an inclusive culture to give more people the chance to imagine, design, and make a better world. Autodesk is proud to be an equal opportunity employer and considers all qualified applicants for employment without regard to race, color, religion, age, sex, sexual orientation, gender, gender identity, national origin, disability, veteran status or any other legally protected characteristic. We also consider for employment all qualified applicants regardless of criminal histories, consistent with applicable law. Are you an existing contractor or consultant with Autodesk Please search for open jobs and apply internally (not on this external site). If you have any questions or require support, contact .",Bengaluru,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
Finxera,Data Engineer,"Company Description

Finxera, Powered by Priority Technology Holdings, Inc. (NASDAQ: PRTH), is headquartered in Alpharetta, Georgia USA. Our India office is located in Chandigarh, where our dynamic team builds state of the art, sophisticated Fintech products & solutions.

We are an emerging payments powerhouse that offer a single unified platform for Banking & Payments powering modern commerce.

Finxera offers a unique family of products which integrate into SMB Payments, B2B Payments and Enterprise Payments to help businesses thrive. We are on a mission to offer an industry agnostic platform that enables businesses to collect, store and send money using various new age payment methods.

Finxera is an employee-first organisation and we continually strive to ensure their professional and personal success supported by employee friendly policies and a positive work environment built on mutual respect and professionalism. We offer a dynamic work environment, with continuous growth & learning opportunities. We believe in growing together and our people are the driving force behind our success.

Summary Requirement

We are looking for a Data Engineer for a position in the Data and Analytics team.We need someone who is a creative problem solver, resourceful in getting things done, and productive working independently or collaboratively.

Responsibilities

1. Data Warehousing experience

2. Develop ETL pipelines against traditional databases and distributed systems to allow our team to remain agile in data requirements, and to flexibly produce data back to the business and analytics teams for analysis.

3.Dimensional Modelling experience

4.Database Skills - SQL / PLSQL

5.Python / Spark / Hive / Nifi Knowledge

6.Elasticsearch / Kafka knowledge would be plus

7.Data visualization tools knowledge

8.Participate in design reviews and code reviews

9.Trouble shoot and resolve production issues

10.Resolve performance related issues

11.Knowledge on Data Science / ML / Analytics would be plus

12.Build processes that analyze and monitor data to help maintain data accuracy and completeness.

13.Ability to work with colleagues across global locations remotely

14.Independent and able to work with little supervision

15.Able to mentor and supervise junior team members

16.Agile Methodology Experience

Required Skills & Qualifications

l **Should have scored 70% & above in 10th and 12th grade.

l SQL/PLSQL

l ETL/ETL

l Python

l Pyspark (Optional)

l Any BI Tool like Si Sense, Looker, Quick Sight, Tableau, Power BI, etc (Preferred LOOKER)

l Dimension Modelling (Kimbal) / Data warehousing

l Redshift (Good to have)

l OLAP Cubes",Chandigarh,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False
Confidential,Associate - Data Engineer,"JOB DESCRIPTIONRole and responsibilitiesResponsible for overall data analysis (e.g wrangling, cleansing), tools, and technology implementationBuild data systems, pipelines, and workflowsAbility to organize structure/unstructured raw data sources of many types with the ability to combine into useable dataDevelop data wrangling and analytical applicationsCollaborate with data scientists and analyst to management data pipelinesExplore opportunities to enhance quality of data and processesManage a team of data analysts, MIS, and operations resourcesProactive communication with project manager, ensuring all client requirements are met and reports are submitted on timeOversee implementation of tools and technology to build efficiency and consistencyResolve and escalate issues with tools and applicationsDesired candidate profile3-5 years of experience as a data engineer and/or developerStrong background within the role of a data engineer for capabilities such as knowledge of various programming language with a strong emphasis on Python, SQL, Power Query and VBA/MacrosExcellent knowledge in Microsoft Excel and knowledge of advance functionsExperience with SQL set-up and advanced queries developmentStrong technical knowledge in data mining, wrangling, and structuringManaging large volumes of data with the ability to scale as neededAbility to develop and design end-to-end solutions with operations/analyst groups for deliverablesCreating custom scripts and applications to perform wrangling, cleansing, and storingTrouble shoot data issues at any level of project/structure pipeline(s)Presenting data/reports as neededExcellent people management skillsPassionate to drive business metrics - Productivity, Quality, and other key deliverablesAbility to prioritize between multiple complex projects/timelinesExcellent written and Verbal communicationHigh level of positive attitude with good listening skillsAbility to priorities between multiple complex projects/timelinesStrong attention to detail and the ability to conduct root cause analysisCandidates with demonstrated experience in Data Breach Response, or Incident Response will be preferredKnowledge and hands-on experience in breach notification and privacy laws around data breach scenarios is desirable but not must.UnitedLex is committed to preserving the confidentiality, integrity, and availability of all the physical and electronic information assets throughout the organization. Consistent with the UnitedLex ISMS policy and the ISO 27001 standard, every employee is responsible for complying with UnitedLex information security policies and reporting all security concerns, weaknesses, and breaches. Legal Services",,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Oil Field Instrumentation (India),DATA ENGINEER,"Experience :

4+ years of Mud Logging experience as Data Engineer in India and abroad, both onshore and offshore rig operations. Deep Water experience will be an advantage. Proficient with real-time data monitoring and data management, WITSML transmission, gas detection and analysis, MLU maintenance.

Qualification :

Graduate or above in Geology, Applied Geology, Geoscience, Petroleum Technology or related, or B.E. in Petroleum Engineering.",Mumbai,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
News Corp,Senior Data Engineer,"One of the most innovative and high-profile teams in News Corp is looking for a seasoned data engineer to help accelerate its vision. The role will involve combining all of News Corp’s data across categories, countries and organizations into a singular view of a customer enabling engagement, measurement and targeting. The Dow Jones Senior Data Engineer will partner closely with product, data & engineering teams to help make this data available and accessible to our businesses, teams and partners in order to drive revenue and improve the customer experience.

Responsibilities
• Design, implement and maintain high performance big data infrastructure/systems & big data processing pipelines scaling to billions of structured and unstructured events daily
• Design, implement and maintain deep integration with up-stream systems
• Monitor performance of the data platform and optimize as needed
• Monitor and provide transparency into data quality across systems (accuracy, consistency, completeness, etc)
• Support products with the overall roadmap and ensure updates to senior leadership are 100% technically correct.
• Data analysis, understanding of business requirements and translation into logical pipelines & processes
• Conduct timely and effective research in response to specific requests (e.g. data collection, summarization, analysis, and synthesis of relevant data and information)
• Evaluate and prototype new technologies in the area of data processing
• Think quickly, communicate clearly and work collaboratively with product, data, engineering, QA and operations teams
• High energy level, strong team player and good work ethic

Technologies we use
• AWS (emr,ec2,glue,athena,redshift,lambda,s3,dynamodb,sns)
• Python, Spark (PySpark)
• Kubernetes, Docker
• Airflow
• Git for source code management
• Jira

Qualifications
• BS in Computer Science or other technical discipline
• 5+ years of experience designing and developing big data processing systems using distributed computing
• Fluency in Python and Spark
• Expert knowledge in optimizing complex SQL queries
• Experience with job orchestration tools like Airflow
• An affinity for automation
• Experience working with cloud platforms such as AWS & GCP
• Familiarity with networking and network application programming, including HTTP/HTTPS, JSON, and REST APIs
• Experience with at least one object oriented language (ex: Java)
• Strong OO design, data structure, and algorithm design skills
• Strong interest in emerging technologies: Hadoop, Hive

Nice to Have
• Experience in the digital advertising and marketing industry
• Contribution to Open Source projects",Bengaluru,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
Saasvaap,Sr Data Engineer,"JOB DESCRIPTION
• Job Description (Data Engineer) ROLE AND RESPONSIBILITIES You are an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up.
• You will support our product, database architects and data analysts on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects.
• You must be self-directed and comfortable supporting the data needs of multiple teams, systems, and products.
• You will be excited by the prospect of optimizing or even re-designing Peer Data architecture pipeline to support our next generation of products and data initiatives.
• Create and maintain optimal data pipeline architecture, Assemble large, complex data sets that meet functional / non-functional business requirements.
• Identify, design, and implergent internal process improvements: automating manual processes, optimizing data delivery, re-designing hastructure for greater scalability, etc.
• Buld the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS/Azure big data' technologies.
• Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics.
• Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.
• Keep our data separated and secure across national boundaries through multiple data centers and cloud regions.
• Create data tools for analytics assist in building and optimizing our product into an innovative industry leader.
• Work with data and analytics experts to strive for greater functionality in our data systems.
• QUALIFICATIONS AND EDUCATION REQUIREMENTS • 5+ years of experience in a Data Engineer role, who has attained a Graduate degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field PREFERRED SKILLS Experience with Big Data platforms such as Apache Hadoop and Apache Spark Deep understanding of REST, good API design, and OOP principles Experience with object-oriented/object function scripting languages: Python, C#, Scala, etc.
• Experience with relational SQL and NoSQL databases, including Postgres, Cosmos and Cassandra.
• Experience with data pipeline and workflow management tools: Keboola, Stitch, Azkaban, Luigi, Airflow, etc.

SKILLS REQUIRED

My SQL, AWS

EXPERIENCE

4-10

LOCATION

Kochi, Trivandrum

WORK TYPE

FullTime

TIME SHIFT

Day",,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
Confidential,Chistats - Senior Data Engineer - ETL/Data Pipeline,"Day-to-Day Responsibilities :- Create and manage ETL pipelines and job schedulers.- Handle unstructured data and work to automate data ingestion and validation.- Develop APIs with Flask and Python for data mining, transformation and ingestion to AWS.- Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.- Write clean, performant code to develop functional applications; build reusable code and libraries- Collaborate with team to evaluate technologies we can leverage, including open-source frameworks, libraries, and tools.- Support Business and application teams with respect to data-related requirements.- Build proactive data validation automation to catch data integrity issues.- Troubleshoot and resolve data issues using critical thinking.Required Qualifications :- Minimum of 3 years of relevant data platform experience (structured/non-structured database, data extraction, data ingestion)- A Degree discipline in Computer Science, Computer Information Systems, or other Engineering Disciplines.- Experience in at least one of these databases: MS SQL, mySQL, PostGreSQL.- Experience in AWS would be ideal and basic cloud infrastructure knowledge.- Experience in Python is required for Web Scraping.- Strong fundamentals in data mining & data processing methodologies- Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.- Build processes supporting data transformation, data structures, metadata, dependency and workload management.Good to have Critical Skills :- Ability to thrive in challenging situations and solve complex problems- Strong bias for action, and see yourself as an 'initiator' and 'problem solver'- Analytical and problem-solving skills- Customer centricity and Good communication (ref:hirist.com) IT",,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
